"code","Phylum","Genus","filename","Replicate","Di_2,3_diaminopropionic acid_14073","Tri_2,3_diaminopropionic acid_14940","Di_ornithine_15391","Tri_ornithine_17210","Tri_histidine_17315","Tri_2,3_diaminopropionic acid_17863","Tri_2,3_diaminopropionic acid_17869","Di_ornithine_17963","Tri_arginine_18281","Tri_2,3_diaminopropionic acid_18373","Tri_proline_M+NH4_18411","Tri_putrescine_18433","Tri_cystine_19329","Tri_cadaverine_19586","3a,7a,12k_alanine_20366","Tri_glutamine_22099","Di_citrulline_22104","Tri_citrulline_22220","Tri_phenylalanine_22512","Di_ornithine_22619","Di_phenylalanine_22687","Tri_serine_23158","3a,7a,12k_lysine_23168","3k12a_lysine_23849","Tri_GABA_M+H2O_23885","3a7k_citrulline_24966","Di_lysine_25070","Di_ornithine_25325","3a7k_threonine_27078","Di_alanine_27176","3k7a_glutamine_29953","Di_glutamine_30065","Di_glutamine_30067","Di_glutamine_31254","Di_citrulline_31270","Mono_ornithine_31596","Mono_lysine_32192","Tri_dopamine_32195","Di_serine_32622","Di_threonine_33288","Mono_ornithine_33494","Tri_methionine_33885","Di_dopamine_34015","Di_unconjugated_34634","Di_methionine_34896","Tri_2_aminophenol_35037","Di_alanine_35826","Tri_3_methoxytyramine_36008","Di_3_methoxytyramine_37128","Di_3_methoxytyramine_37165","Di_dopamine_38088","Tri_tryptamine_38723","Mono_tyramine_38979","Di_3_methoxytyramine_39396","Mono_methionine_41397","Mono_phenylalanine_41412","Mono_serotonin_42743","Tri_glyglycine_20401"
"A0A1N6ECR1","Thermodesulfobacteriota","Halodesulfovibrio","P2_H3_Halodesulfovibrio_A0A1N6ECR1_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1N6ECR1","Thermodesulfobacteriota","Halodesulfovibrio","P2_H3_Halodesulfovibrio_A0A1N6ECR1_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1N6ECR1","Thermodesulfobacteriota","Halodesulfovibrio","P2_H3_Halodesulfovibrio_A0A1N6ECR1","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6E5Z9","Bacteroidota","Alistipes","P1_A10_cluster424_A0A1Q6E5Z9_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6E5Z9","Bacteroidota","Alistipes","P1_A10_cluster424_A0A1Q6E5Z9","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6E5Z9","Bacteroidota","Alistipes","P1_A10_cluster424_A0A1Q6E5Z9_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6F0C9","Actinomycetota","Collinsella","P1_E3_cluster83_A0A1Q6F0C9_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621.398,0,0,0,0,0,0,0,0,0
"A0A1Q6F0C9","Actinomycetota","Collinsella","P1_E3_cluster83_A0A1Q6F0C9","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6F0C9","Actinomycetota","Collinsella","P1_E3_cluster83_A0A1Q6F0C9_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6JXM9","Bacillota","Clostridium","P1_F11_cluster564_A0A1Q6JXM9_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6JXM9","Bacillota","Clostridium","P1_F11_cluster564_A0A1Q6JXM9_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6JXM9","Bacillota","Clostridium","P1_F11_cluster564_A0A1Q6JXM9","rep1",0,36369.79,0,0,34915.094,0,170722.23,22584.26,30635.496,994983.6,0,0,15817.577,0,328686.03,17974.596,4635.6816,23734.121,57759.906,1824.5638,72088.53,52221.06,577747,2680.8635,219879.4,1969.8903,49988.582,17403.37,128746.375,43111.996,17448.906,11040.595,34976.637,47820.004,56467.164,0,0,1003.6659,371357.56,38386.816,0,209939.31,583.2002,174863.1,37929.242,267935.44,408139.4,7369.6104,9193.491,0,0,0,41996.46,19652.531,80458.3,199653.44,16119.869,90867.4
"A0A1Q6K9G3","Bacillota","Clostridium","P1_B7_cluster265_A0A1Q6K9G3","rep1",0,30493.96,0,0,0,0,16895.746,0,0,1073487.1,0,0,0,0,556914.06,0,0,0,7133.316,0,0,9749.047,130125.39,0,243866.2,0,2370.377,2516.838,6914.909,0,0,0,0,6138.387,1957.044,0,0,0,28359.295,0,0,55440.164,0,91902.63,0,59855.637,184702.62,0,0,0,0,0,42896.016,0,0,0,6337.231,94504.28
"A0A1Q6K9G3","Bacillota","Clostridium","P1_B7_cluster265_A0A1Q6K9G3_rep2","rep2",0,38574.695,0,0,0,0,23589.94,0,0,1133523.2,0,0,0,1805.839,925974.56,0,0,0,9466.709,0,806.0994,7487.005,174045.47,0,246526.92,0,0,2834.0076,12543.222,0,0,0,1159.0334,5556.2725,3027.3062,0,0,0,1704.8881,0,2467.2842,69403.04,0,46871.703,0,25654.91,171687.67,0,0,0,0,0,99193.11,0,8129.524,0,10025.928,170437.86
"A0A1Q6K9G3","Bacillota","Clostridium","P1_B7_cluster265_A0A1Q6K9G3_rep3","rep3",0,32018.244,0,0,0,0,31125.883,0,0,1338459.5,0,0,0,0,752614,0,0,0,3114.0288,0,0,8502.675,141550.48,0,258918.11,0,2776.3523,842.4115,4135.083,0,0,0,786.0551,1323.2114,1443.2527,0,0,0,0,0,0,62994.46,0,95586.72,0,27874.047,196953.03,0,0,0,0,0,39273.617,0,0,0,15212.921,134838.88
"A0A1Q6M5M7","Bacillota","Clostridium","P1_A12_cluster582_A0A1Q6M5M7_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6M5M7","Bacillota","Clostridium","P1_A12_cluster582_A0A1Q6M5M7_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6M5M7","Bacillota","Clostridium","P1_A12_cluster582_A0A1Q6M5M7","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6PYZ4","Bacillota","Faecalibacterium","P1_F7_cluster277_A0A1Q6PYZ4","rep1",0,127585.25,33677.59,83331.3,10990.021,5617.703,0,33677.59,6753.8506,8887994,0,0,11752.409,13446.792,817740.75,120655.37,1158.887,1353.1884,0,25081.322,9094.433,1158.6494,127522.836,0,419255.75,0,56991.91,0,8240.392,52562.973,15804.725,8954.516,29566.906,166865.4,14007.361,0,13231.669,457.3696,0,0,0,20011.68,0,227855.58,0,361663.56,628049.8,7180.5034,4243.784,0,9683.815,0,0,13842.63,0,0,0,124069.33
"A0A1Q6PYZ4","Bacillota","Faecalibacterium","P1_F7_cluster277_A0A1Q6PYZ4_rep2","rep2",0,146969.19,37915.254,99307.125,12124.195,0,3816.086,37915.254,0,8134455.5,0,0,17308.992,10045.516,987858.06,141306.53,0,4684.6045,2167.1592,29254.045,1689.1055,0,150965.4,0,506986.9,0,69742.64,0,1810.2787,46461.17,18123.676,11784.262,37884.78,207519.25,3314.396,5817.6,16599.213,525.5831,0,0,0,27930.904,0,270262.22,0,416414.25,787831.8,9423.017,3914.9033,0,0,0,30609.012,0,0,0,0,148145.23
"A0A1Q6PYZ4","Bacillota","Faecalibacterium","P1_F7_cluster277_A0A1Q6PYZ4_rep3","rep3",0,113547.86,33794.176,79487.22,10042.159,0,0,33794.176,43073.098,9901129,7847.822,0,14265.16,0,754759.4,132205.6,0,9344.311,0,25136.371,6509.454,1703.3177,144475.19,0,443633.28,0,59677.99,0,2065.291,51434.484,12872.048,9459.57,32649.32,172477.25,11217.024,4772.685,12108.917,635.7611,0,0,0,22336.754,0,284622.3,0,329449.5,595430.94,7216.909,2916.0845,0,0,0,0,14507.068,0,0,21928.797,111694.195
"A0A1Q6RAM4","Bacillota","Phascolarctobacterium","P1_E10_cluster470_A0A1Q6RAM4","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6RAM4","Bacillota","Phascolarctobacterium","P1_E10_cluster470_A0A1Q6RAM4_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6RAM4","Bacillota","Phascolarctobacterium","P1_E10_cluster470_A0A1Q6RAM4_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6SNA2","Bacillota","Roseburia","P2_A1_cluster870_A0A1Q6SNA2","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6SNA2","Bacillota","Roseburia","P2_A1_cluster870_A0A1Q6SNA2_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Q6SNA2","Bacillota","Roseburia","P2_A1_cluster870_A0A1Q6SNA2_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y3QT37","Bacteroidota","Alistipes","P1_D3_cluster70_A0A1Y3QT37","rep1",0,0,0,0,0,0,43498.273,0,0,208131.6,0,0,0,0,215014.22,0,0,0,0,0,0,15068.024,178426.02,0,164135.42,0,0,1419.6165,35316.984,11376.738,0,0,990.2712,894.1298,977.6178,0,0,0,189250.25,1002.3337,0,24127.316,0,96452.15,0,73639.44,230393.48,0,2109.0837,0,0,0,52676.047,0,4443.618,0,6549.425,66097.086
"A0A1Y3QT37","Bacteroidota","Alistipes","P1_D3_cluster70_A0A1Y3QT37_rep2","rep2",0,0,0,0,0,0,47185.363,0,0,292672.88,0,0,0,0,409883.06,0,0,0,0,0,1227.54,13353.557,242278.39,0,195207.7,0,0,2834.521,55791.49,12612.097,0,0,0,2768.637,0,0,0,0,213017.05,1813.769,1589.464,31859.314,0,92768.016,0,56530.777,184375,0,0,0,0,0,83915.85,0,4836.589,0,10330.601,70692.66
"A0A1Y3QT37","Bacteroidota","Alistipes","P1_D3_cluster70_A0A1Y3QT37_rep3","rep3",0,4690.389,0,0,0,0,35715.47,0,0,275184.56,0,0,0,0,256201.72,0,0,0,0,0,0,11370.946,184731.22,0,169945.12,0,0,0,32969.305,2801.7964,0,0,0,0,0,0,0,0,135137.39,614.1604,0,25852.508,0,85693.75,0,52596.156,206337.4,0,0,0,0,0,56236.34,0,4309.907,0,5429.3457,74139.93
"A0A1Y3TDY5","Bacillota","Massilimicrobiota","P1_G9_cluster417_A0A1Y3TDY5_rep2","rep2",0,0,0,0,0,0,0,32993.887,0,146611.67,0,0,0,0,43250.832,0,13976.969,0,0,5806.066,0,0,24814.816,0,448199.34,0,4616.14,18247.004,0,0,0,0,0,0,0,0,5154.45,0,1471.883,0,2271.689,0,4241.212,0,0,281047.66,18082.691,0,14344.923,0,0,0,126345,0,0,0,0,0
"A0A1Y3TDY5","Bacillota","Massilimicrobiota","P1_G9_cluster417_A0A1Y3TDY5","rep1",0,0,0,0,5198.4243,0,0,25950.367,0,172751.42,0,0,0,0,0,0,7566.7275,0,0,8236.121,0,0,22380.684,0,340586,0,1305.2024,10404.23,0,0,0,0,0,0,0,0,5353.9697,0,0,0,339.3682,481.9412,5103.7593,51646.59,0,250511.06,14085.08,0,13286.005,0,0,0,127152.875,0,0,0,0,0
"A0A1Y3TDY5","Bacillota","Massilimicrobiota","P1_G9_cluster417_A0A1Y3TDY5_rep3","rep3",0,0,0,0,0,0,0,32291.99,0,209862.72,0,0,0,0,24755.787,0,20378.588,0,0,8875.54,0,0,29684.277,0,457872.44,0,2819.242,18929.707,0,0,0,0,0,0,0,0,4532.741,0,0,0,725.8989,0,3044.4487,0,0,179600.28,12789.476,0,20091.406,0,0,0,189153.89,0,0,0,0,0
"A0A1Y3VSR9","Bacteroidota","Butyricimonas","P1_F5_cluster200_A0A1Y3VSR9_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864.3608,0,4251.8154,0,0,0,0,0,37400.996,0,2289.401,0,0,0,0,0,4469.8613,0
"A0A1Y3VSR9","Bacteroidota","Butyricimonas","P1_F5_cluster200_A0A1Y3VSR9_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.2942,0,0,0,0,0,0,0,0,0,0,0,0,1395.1808,0,4699.097,0,0,0,0,0,38520.836,3691.3306,0,0,0,0,0,0,4610.0493,0
"A0A1Y3VSR9","Bacteroidota","Butyricimonas","P1_F5_cluster200_A0A1Y3VSR9","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360.873,0,0,1017.47,0,0,0,0,0,0,0,0,0,0,0,0,1472.719,0,7972.097,0,0,0,0,0,41864.234,6257.354,0,0,0,0,0,0,4094.959,0
"A0A1Y3YYW1","Bacteroidota","Bacteroides","P1_D9_cluster395_A0A1Y3YYW1","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.1863,0,0,0,1737.0927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.0746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y3YYW1","Bacteroidota","Bacteroides","P1_D9_cluster395_A0A1Y3YYW1_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y3YYW1","Bacteroidota","Bacteroides","P1_D9_cluster395_A0A1Y3YYW1_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y4QH48","Bacillota","Clostridium","P2_G4_polyamineBSH_A0A1Y4QH48","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y4QH48","Bacillota","Clostridium","P2_G4_polyamineBSH_A0A1Y4QH48_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A1Y4QH48","Bacillota","Clostridium","P2_G4_polyamineBSH_A0A1Y4QH48_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906.6658,0,0,0,0,0,0,0,0
"A0A2S7KLN3","Bacteroidota","Aureitalea","P2_E2_Aureitalea_A0A2S7KLN3_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S7KLN3","Bacteroidota","Aureitalea","P2_E2_Aureitalea_A0A2S7KLN3","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S7KLN3","Bacteroidota","Aureitalea","P2_E2_Aureitalea_A0A2S7KLN3_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8G2H3","Planctomycetota","Blastopirellula","P2_F2_Blastospirellula_A0A2S8G2H3_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8G2H3","Planctomycetota","Blastopirellula","P2_F2_Blastospirellula_A0A2S8G2H3","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8G2H3","Planctomycetota","Blastopirellula","P2_F2_Blastospirellula_A0A2S8G2H3_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8GTJ2","Planctomycetota","Blastopirellula","P2_G2_Blastospirellula_A0A2S8GTJ2","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.6661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8GTJ2","Planctomycetota","Blastopirellula","P2_G2_Blastospirellula_A0A2S8GTJ2_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2S8GTJ2","Planctomycetota","Blastopirellula","P2_G2_Blastospirellula_A0A2S8GTJ2_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2T3FKY8","Bacillota","Clostridium","P1_H2_cluster47_A0A2T3FKY8","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2T3FKY8","Bacillota","Clostridium","P1_H2_cluster47_A0A2T3FKY8_rep3","rep3",0,14810.559,0,0,0,0,96585.5,0,0,545269.75,0,0,0,0,629960.94,1926.2024,10271.706,5425.4795,4257.6943,0,11743.367,24456.11,304402.16,0,131505.55,0,5372.638,0,87100.59,9013.918,656.4092,768.2026,6939.3228,0,4359.2397,0,0,0,115481.914,6860.8184,0,56108.145,0,319347.5,4578.4385,98308.87,330973.5,0,5711.741,0,0,0,60716.273,0,21840.76,17118.836,4954.5176,136888.69
"A0A2T3FKY8","Bacillota","Clostridium","P1_H2_cluster47_A0A2T3FKY8_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2V1JL81","Bacillota","Eubacterium","P1_A7_cluster264_A0A2V1JL81_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2V1JL81","Bacillota","Eubacterium","P1_A7_cluster264_A0A2V1JL81_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A2V1JL81","Bacillota","Eubacterium","P1_A7_cluster264_A0A2V1JL81","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A316LWP8","Bacillota","unclassified Lachnospiraceae","P1_H8_cluster387_A0A316LWP8","rep1",0,45251.805,0,0,0,0,117418.625,0,11529.47,631513.94,0,0,12717.303,1875.0345,870010.3,0,0,0,40971.684,1303.946,12381.386,40944.4,498465.2,0,235103.14,0,8305.925,3587.8538,131936.44,45895.594,0,0,5957.6772,20700.963,9232.255,0,0,0,265399.75,14031.219,816.9353,106030.45,0,181316.89,0,284257.84,419232.06,0,7695.1973,0,0,0,130639.66,0,19163.38,0,18041.27,154972.88
"A0A316LWP8","Bacillota","unclassified Lachnospiraceae","P1_H8_cluster387_A0A316LWP8_rep2","rep2",0,13996.293,0,0,0,0,105583.86,0,10263.205,598658.75,0,0,2914.411,0,752755.8,0,0,0,5027.951,0,9547.988,33383.848,440252.22,0,216927.44,0,6354.674,7129.828,114021.695,30583.69,0,0,7163.269,2918.367,8166.108,0,0,0,127393.445,12240.566,1014.375,91808.07,0,161923.52,0,215938.47,392278.53,0,0,0,0,0,62925.01,0,18522.303,22236.512,7688.885,163550.27
"A0A316LWP8","Bacillota","unclassified Lachnospiraceae","P1_H8_cluster387_A0A316LWP8_rep3","rep3",0,9614.68,0,0,0,0,64366.01,0,0,620330.3,0,0,3707.7368,0,600755.4,2422.537,0,0,4542.661,0,3779.4768,12985.297,373450,0,200377.62,0,5676.0024,1185.9141,91801.49,28148.135,0,0,6332.108,0,11418.775,0,0,0,170213.61,5920.19,891.4508,83049.375,0,138018.78,0,115615.164,403747.88,0,0,0,0,0,43677.516,0,10526.686,14502.701,16047.593,122517.3
"A0A316Q414","Actinomycetota",NA,"P1_C10_cluster428_A0A316Q414_rep3","rep3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A316Q414","Actinomycetota",NA,"P1_C10_cluster428_A0A316Q414","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.3848,0,2198.3123,0,0,0,0,0,0,0,0,0,0,0,0,0,1281.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A316Q414","Actinomycetota",NA,"P1_C10_cluster428_A0A316Q414_rep2","rep2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A316R4M9","Bacillota",NA,"P1_B10_cluster427_A0A316R4M9_rep3","rep3",0,75689.64,0,0,0,0,38180.74,0,0,974450.3,0,0,0,0,1043409.06,0,0,0,4544.7666,0,798.754,1746.5498,103301.26,0,86210.83,0,0,2444.4548,60687.12,39123.55,0,0,0,2030.6234,1584.3264,0,0,0,218698.2,1047.0287,4036.7249,52399.004,502.3521,102823.05,0,325929.2,636867.56,0,15212.456,0,0,0,632642.2,31009.033,12253.872,19444.734,10989.47,4819.883
"A0A316R4M9","Bacillota",NA,"P1_B10_cluster427_A0A316R4M9","rep1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A0A316R4M9","Bacillota",NA,"P1_B10_cluster427_A0A316R4M9_rep2","rep2",0,106414.51,0,0,0,0,0,0,0,859136.3,0,0,0,0,1430256.6,0,0,0,10267.553,0,9326.691,3057.54,91207.195,0,98015.96,0,0,5178.323,83357.02,34120.617,0,0,772.868,16580.414,3034.284,0,0,0,235056.61,5656.078,11961.488,53532.41,0,68411.88,0,273727.16,600506.44,0,13625.871,0,3999.004,0,1406913.6,0,55296.992,143292.08,18449.434,0
